config_id,max_depth,criterion,splitter,min_samples_leaf,min_samples_split,max_features,train_accuracy_mean,train_f1_mean,cv_accuracy_mean,cv_f1_mean,train_accuracy_std,train_f1_std,cv_accuracy_std,cv_f1_std
16,1,gini,best,3,2,sqrt,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
17,1,gini,best,3,2,log2,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
18,1,gini,best,3,2,0.25,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
19,1,gini,best,3,2,0.5,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
20,1,gini,best,3,5,None,0.8321428571428573,0.8399887715320136,0.7988095238095237,0.8045196688138829,0.013264692882214633,0.019178466005685582,0.04794742220812582,0.0602677262805571
21,1,gini,best,3,5,sqrt,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
22,1,gini,best,3,5,log2,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
23,1,gini,best,3,5,0.25,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
24,1,gini,best,3,5,0.5,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
25,1,gini,best,3,10,None,0.8321428571428573,0.8399887715320136,0.7988095238095237,0.8045196688138829,0.013264692882214633,0.019178466005685582,0.04794742220812582,0.0602677262805571
26,1,gini,best,3,10,sqrt,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
27,1,gini,best,3,10,log2,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
28,1,gini,best,3,10,0.25,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
29,1,gini,best,3,10,0.5,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
30,1,gini,best,5,2,None,0.8321428571428573,0.8399887715320136,0.7988095238095237,0.8045196688138829,0.013264692882214633,0.019178466005685582,0.04794742220812582,0.0602677262805571
31,1,gini,best,5,2,sqrt,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
32,1,gini,best,5,2,log2,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
33,1,gini,best,5,2,0.25,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
34,1,gini,best,5,2,0.5,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
35,1,gini,best,5,5,None,0.8321428571428573,0.8399887715320136,0.7988095238095237,0.8045196688138829,0.013264692882214633,0.019178466005685582,0.04794742220812582,0.0602677262805571
36,1,gini,best,5,5,sqrt,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
37,1,gini,best,5,5,log2,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
38,1,gini,best,5,5,0.25,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
39,1,gini,best,5,5,0.5,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
40,1,gini,best,5,10,None,0.8321428571428573,0.8399887715320136,0.7988095238095237,0.8045196688138829,0.013264692882214633,0.019178466005685582,0.04794742220812582,0.0602677262805571
41,1,gini,best,5,10,sqrt,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
42,1,gini,best,5,10,log2,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
43,1,gini,best,5,10,0.25,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
44,1,gini,best,5,10,0.5,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
45,1,gini,best,10,2,None,0.8321428571428573,0.8399887715320136,0.7988095238095237,0.8045196688138829,0.013264692882214633,0.019178466005685582,0.04794742220812582,0.0602677262805571
46,1,gini,best,10,2,sqrt,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
47,1,gini,best,10,2,log2,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
48,1,gini,best,10,2,0.25,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
49,1,gini,best,10,2,0.5,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
50,1,gini,best,10,5,None,0.8321428571428573,0.8399887715320136,0.7988095238095237,0.8045196688138829,0.013264692882214633,0.019178466005685582,0.04794742220812582,0.0602677262805571
51,1,gini,best,10,5,sqrt,0.7169642857142856,0.6685817339375523,0.675,0.6122385130287036,0.0076954607801011906,0.07912704953649471,0.03250924963688568,0.1060135383467534
